url,job,jurusan,lulusan 
/opportunities/1074069,MANAGER OTOMOTIF,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1084893,Marketing Credit Manado,Semuanya,SLTA
/opportunities/1084894,Marketing Credit Martapura,Semuanya,SLTA
/opportunities/1071678,Product Manager (Health Care),"Farmasi, Kedokteran Umum, Bioteknologi",Sarjana/S1
/opportunities/1073847,Engineering (PHP Programming),"Ilmu Komputer, Teknik Komputer",Sarjana/S1
/opportunities/1075146,Sales Administration,Semuanya,Diploma
/opportunities/1075147,Senior Accounting / Assistant Manager,Akuntansi,Sarjana/S1
/opportunities/1075148,Product Specialist (Table & Lights),"Teknik Biomedis, Perawat",Diploma
/opportunities/1075150,application Specialist ( Tables & Lights),Perawat,Diploma
/opportunities/1084895,Marketing Credit Mataram,Semuanya,SLTA
/opportunities/1073131,Administrasi Export Import  Bagian Customs Clearance,"Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Administrasi Pendidikan, Lainnya",Sarjana/S1
/opportunities/1084883,Marketing Credit Lamongan,Semuanya,SLTA
/opportunities/1072910,Account Executive,Semuanya,SLTA
/opportunities/1073341,MOBILE DEVELOPER (React Native Framefwork),Teknik Informatika,Sarjana/S1
/opportunities/1074378,WEB DEVELOPER,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1074409,JUNIOR PROGRAMMER,Teknik Informatika,SLTA
/opportunities/1074893,Business Analyst (Magang),Teknik Informatika,Sarjana/S1
/opportunities/1075031,Financial Advisor,Akuntansi,"SLTA, Diploma, Sarjana/S1"
/opportunities/1082920,Graphic Design,Desain Komunikasi Visual,"Diploma, Sarjana/S1"
/opportunities/1072683,"Marketing (Ocean, Air)","Manajemen Transportasi, Semuanya",Sarjana/S1
/opportunities/1072684, IT,"Ilmu Komputer, Teknik Komputer",Sarjana/S1
/opportunities/1081856,IT Staff,Teknik Informatika,Sarjana/S1
/opportunities/1081860,Marketing Executive Officer,Semuanya,Sarjana/S1
/opportunities/1081863,Marketing Admin Executive,Semuanya,Sarjana/S1
/opportunities/1084890,Marketing Credit Malang,Semuanya,SLTA
/opportunities/1084880,Marketing Credit Kulon Progo,Semuanya,SLTA
/opportunities/1084885,Marketing Credit Lembang,Semuanya,SLTA
/opportunities/1072612,Sales Person,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1072616,Accounting Officer,Akuntansi,"Diploma, Sarjana/S1"
/opportunities/1072618,IT Analist,"Teknik Informatika, Manajemen Informatika","Diploma, Sarjana/S1"
/opportunities/1072619,Telesales Office,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1072620,Marketing Executive,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1072854,Team Leader Telesales,Ekonomi,Diploma
/opportunities/1072855,QUALITY ASSURANCE,Ekonomi,Diploma
/opportunities/1081854,ADMINISTRASI BISNIS,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1081855,MANAGEMENT DIVELOPMENT PROGRAM ,"Akuntansi, Ekonomi, Matematika dan Statistika",Sarjana/S1
/opportunities/1084886,Marketing Credit Lhoksumawe,Semuanya,SLTA
/opportunities/1084887,Marketing Credit Madiun,Semuanya,SLTA
/opportunities/1084888,Marketing Credit Magelang,Semuanya,SLTA
/opportunities/1084889,Marketing Credit Makassar,Semuanya,SLTA
/opportunities/1084884,Marketing Credit Lampung,Semuanya,SLTA
/opportunities/1084867,Marketing Credit Karawang,Semuanya,SLTA
/opportunities/1084868,Junior Collector Palembang,Semuanya,SLTA
/opportunities/1084869,Marketing Credit Kediri,Semuanya,SLTA
/opportunities/1084872,Marketing Credit Kendal,Semuanya,SLTA
/opportunities/1084871,Junior Collector Palu,Semuanya,SLTA
/opportunities/1084873,Junior Collector Pandeglang,Semuanya,SLTA
/opportunities/1084875,Junior Collector Pangkalpinang,Semuanya,SLTA
/opportunities/1084874,Marketing Credit Kendari,Semuanya,SLTA
/opportunities/1084876,Junior Collector Papua,Semuanya,SLTA
/opportunities/1084877,Marketing Credit Kepulauan Seribu,Semuanya,SLTA
/opportunities/1084878,Marketing Credit Klaten,Semuanya,SLTA
/opportunities/1084879,Marketing Credit Kudus,Semuanya,SLTA
/opportunities/1084881,Marketing Credit Kupang,Semuanya,SLTA
/opportunities/1084882,Marketing Credit Kuta,Semuanya,SLTA
/opportunities/1084864,Junior Collector Padangsidempuan,Semuanya,SLTA
/opportunities/1084860,Marketing Credit Kalimantan Tengah,Semuanya,SLTA
/opportunities/1084859,Junior Collector Nusa Tenggara Timur,Semuanya,SLTA
/opportunities/1084861,Junior Collector Padang,Semuanya,SLTA
/opportunities/1084863,Junior Collector Padang Panjang,Semuanya,SLTA
/opportunities/1084862,Marketing Credit Kalimantan Timur,Semuanya,SLTA
/opportunities/1072433,STAFF ACCOUNTING,Akuntansi,"Diploma, Sarjana/S1"
/opportunities/1072663,SALES EXECUTIVE,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1072709,ASISTEN MANAGER PRODUKSI,"Ilmu Kimia, Teknik Kimia",Diploma
/opportunities/1072734,PROGRAMMER CNC 3D MODELLING,"Teknik Elektro, Teknik Komputer, Teknik Informatika, Teknik Lainnya","SLTA, Diploma"
/opportunities/1073256,PPIC,"Teknik Industri, Teknik Lainnya",Diploma
/opportunities/1073634,KEPALA HRD,Psikologi,Sarjana/S1
/opportunities/1080394,KEPALA WORKSHOP CNC (MESIN BUBUT),Teknik Mesin,"Diploma, Sarjana/S1"
/opportunities/1084865,Marketing Credit Karanganyar,Semuanya,SLTA
/opportunities/1084866,Junior Collector Palangkaraya,Semuanya,SLTA
/opportunities/1084857,Junior Collector Nusa Tenggara Barat,Semuanya,SLTA
/opportunities/1084839,Marketing Credit Jawa Timur,Semuanya,SLTA
/opportunities/1084842,Marketing Credit Jayapura,Semuanya,SLTA
/opportunities/1084843,Marketing Credit Jember,Semuanya,SLTA
/opportunities/1084841,Junior Collector Mataram,Semuanya,SLTA
/opportunities/1084845,Marketing Credit Jepara,Semuanya,SLTA
/opportunities/1084848,Junior Collector Medan,Semuanya,SLTA
/opportunities/1084852,Junior Collector Merauke,Semuanya,SLTA
/opportunities/1084849,Marketing Credit Jimbaran,Semuanya,SLTA
/opportunities/1084850,Marketing Credit Jombang,Semuanya,SLTA
/opportunities/1084853,Junior Collector Mojokerto,Semuanya,SLTA
/opportunities/1084855,Marketing Credit Kalimantan Barat,Semuanya,SLTA
/opportunities/1084854,Junior Collector Ngawi,Semuanya,SLTA
/opportunities/1084856,Marketing Credit Kalimantan Selatan,Semuanya,SLTA
/opportunities/1084846,Junior Collector Maumere,Semuanya,SLTA
/opportunities/1084840,Junior Collector Martapura,Semuanya,SLTA
/opportunities/1084836,Marketing Credit Jawa Barat,Semuanya,SLTA
/opportunities/1084837,Marketing Credit Jawa Tengah,Semuanya,SLTA
/opportunities/1047471,Import Purchasing Staff,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1084835,Credit Repeat Order Magelang ,Semuanya,Diploma
/opportunities/1073155,Sales Promotion ( SPG / SPB ) ,Lainnya,SLTA
/opportunities/1073435,ASISTEN TRAINER,Semuanya,Sarjana/S1
/opportunities/1073437,Marketing Manager,Semuanya,Sarjana/S1
/opportunities/1074033,HR & GA,Hukum,Sarjana/S1
/opportunities/1074527,Admin Operasional,Administrasi Bisnis (Manajemen),Diploma
/opportunities/1074528,Marketing Representatif,Semuanya,Apa Saja
/opportunities/1074530,SPG,Semuanya,SLTA
/opportunities/1074531,Marketing Executive,Semuanya,SLTA
/opportunities/1080378,MARKETING EXECUTIVE,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1082019,ADMINISTRASI ,Administrasi Bisnis (Keuangan),SLTA
/opportunities/1083049,Marketing Supervisor,"Lainnya, Manajemen",Sarjana/S1
/opportunities/1084824,Marketing Credit Jakarta Pusat,Semuanya,SLTA
/opportunities/1084825,Marketing Credit Jakarta Selatan,Semuanya,SLTA
/opportunities/1084827,Junior Collector Maluku Utara,Semuanya,SLTA
/opportunities/1084826,Marketing Credit Jakarta Timur,Semuanya,SLTA
/opportunities/1073512,Administrasi Penjualan,Lainnya,"Diploma, Sarjana/S1"
/opportunities/1073995,Staf Administrasi Penjualan,Administrasi Bisnis (Manajemen),SLTA
/opportunities/1075049,Desk Coll,Manajemen Informatika,Diploma
/opportunities/1082473,Auditor,Akuntansi,Sarjana/S1
/opportunities/1084828,Kurir Depok,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084829,Marketing Credit Jakarta Utara,Semuanya,SLTA
/opportunities/1084832,Junior Collector Manado,Semuanya,SLTA
/opportunities/1084831,Kurir Sawangan,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1080116,Sales Aplikasi Payment,Semuanya,SLTA
/opportunities/1082773,Finance SPV,"Akuntansi, Manajemen",Sarjana/S1
/opportunities/1084820,Kolektor Legok,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084815,Marketing Credit Gorontalo,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084817,Marketing Credit Gresik,Semuanya,SLTA
/opportunities/1084816,Kurir Bintaro,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1072599,Sales Project Control,"Teknik Mesin, Teknik Lainnya","SLTA, Diploma, Sarjana/S1"
/opportunities/1072601,QA Engineer ( Cikarang ),Teknik Elektro,"Diploma, Sarjana/S1"
/opportunities/1072602,Marketing & Web Designer ( Jababeka ),"Teknik Informatika, Desain Komunikasi Visual","Diploma, Sarjana/S1"
/opportunities/1073563,Japanese Interpreter ( Cikarang or Karawang ),Bahasa Jepang,"Diploma, Sarjana/S1"
/opportunities/1073565,Cost Estimator Engineer ( Cikarang ),"Ilmu Fisika, Teknik Elektro, Teknik Mesin, Teknik Instrumentasi","Diploma, Sarjana/S1"
/opportunities/1074738,Sales & Marketing - Sr. Staff,Semuanya,Sarjana/S1
/opportunities/1083876,Sales Supervisor ( Jakarta ),Semuanya,Sarjana/S1
/opportunities/1083898,Sales Supervisor ( Bandung ),Semuanya,Sarjana/S1
/opportunities/1084819,Marketing Credit Gunung Kidul,Semuanya,SLTA
/opportunities/1084818,Kurir Daan Mogot,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084821,Marketing Credit Jakarta Barat,Semuanya,SLTA
/opportunities/1082119,Marketing Retail,Semuanya,Sarjana/S1
/opportunities/1072227,Driver (Kurir Mobil),Lainnya,SLTA
/opportunities/1072154,MARKETING ONLINE STAFF,"Administrasi Bisnis (Manajemen), Ekonomi, Manajemen",Sarjana/S1
/opportunities/1072155,ADMINISTRASI,"Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Administrasi Pendidikan",Sarjana/S1
/opportunities/1072156,SALES COUNTER,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084811,Marketing Credit DI - Yogyakarta,Semuanya,Sarjana/S1
/opportunities/1072228,Rider (Kurir Motor),Lainnya,SLTA
/opportunities/1072231,Kurir Sepeda,Lainnya,SLTA
/opportunities/1072232,Kurir Perempuan,Lainnya,SLTA
/opportunities/1072356,DRIVER / SUPIR (WAJIB MEMILIKI BLIND VAN),Lainnya,SLTA
/opportunities/1084813,Marketing Credit DKI Jakarta,Semuanya,SLTA
/opportunities/1084834,Marketing Credit Jambi,Semuanya,SLTA
/opportunities/1084814,Marketing Credit Ende,Semuanya,SLTA
/opportunities/1081751,Sekretaris,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1082118,Driver Direktur,Semuanya,SLTA
/opportunities/1074719,Finance,Akuntansi,Sarjana/S1
/opportunities/1084803,Marketing Credit Depok,Semuanya,Sarjana/S1
/opportunities/1080373,Spv Import logistik,"Farmasi, Ilmu Kimia, Teknik Kimia",Sarjana/S1
/opportunities/1083000,HR EXECUTIVE,"Administrasi Bisnis (Manajemen), Hukum, Psikologi",Sarjana/S1
/opportunities/1083001,SALES,Semuanya,SLTA
/opportunities/1080462,Sales Area Purwokerto,Lainnya,SLTA
/opportunities/1080375,Apoteker Penanggung jawab,Farmasi,Sarjana/S1
/opportunities/1081126,Admin Marketing Support,"Farmasi, Ilmu Kimia, Teknik Industri, Teknik Kimia",Sarjana/S1
/opportunities/1084808,Junior Collector Malang,Semuanya,SLTA
/opportunities/1084807,Field Collector (Salatiga),Lainnya,Diploma
/opportunities/1084809,Marketing Credit DI - Aceh,Semuanya,Sarjana/S1
/opportunities/1084810,Junior Collector Maluku,Semuanya,SLTA
/opportunities/1072148,MANAGEMENT TRAINEE,Semuanya,Sarjana/S1
/opportunities/1072150,SALES TEAM HEAD,Semuanya,Sarjana/S1
/opportunities/1072158,OPERATIONAL CREW ,Lainnya,SLTA
/opportunities/1074571,SALES REPRESENTATIVE (SR),Lainnya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084696,Project Management - Internship,Semuanya,Sarjana/S1
/opportunities/1082246,Assistant Mechanical Manager,Teknik Mesin,"Diploma, Sarjana/S1"
/opportunities/1083033,"Accounting, Finance & Tax Manager",Akuntansi,"Diploma, Sarjana/S1, Master/S2"
/opportunities/1073416,Transformation Lead ,Arsitektur,Sarjana/S1
/opportunities/1073417,Transformation Head,Arsitektur,Sarjana/S1
/opportunities/1084698,SALES EXECUTIVE - DAIHATSU OTISTA,Lainnya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084701,Retail Sales Supervisor,"Teknik Elektro, Teknik Industri, Teknik Mesin, Teknik Lainnya","Diploma, Sarjana/S1, Master/S2"
/opportunities/1080805,Credit Marketing Officer (KAR - CMO) Madiun,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084704,Retail Outlet Sales Supervisor,"Teknik Elektro, Teknik Industri, Teknik Mesin, Teknik Lainnya","Diploma, Sarjana/S1"
/opportunities/1081709,Accounting ,Akuntansi,Sarjana/S1
/opportunities/1083022,Purchasing,Teknik Industri,Sarjana/S1
/opportunities/1083050,Distribution Executive,Administrasi Bisnis (Manajemen),Sarjana/S1
/opportunities/1083899,Service Technician - Klaten,Lainnya,Apa Saja
/opportunities/1084791,"Industrial Sales (Sidoarjo, Medan, Bandung, Lampung, Bogor, Tangerang dan Sampit)","Teknik Elektro, Teknik Industri, Teknik Mesin, Teknik Lainnya","SLTA, Diploma, Sarjana/S1"
/opportunities/1084697,Junior Collector Makassar,Semuanya,SLTA
/opportunities/1071667,Database dan Statistics Analyst,Matematika dan Statistika,Diploma
/opportunities/1071669,Project Control senior staff,Teknik Sipil,Diploma
/opportunities/1071670,QS Electrical For Interior Contractor,Teknik Elektro,Diploma
/opportunities/1084682,STAFF PERPAJAKAN,Akuntansi,Sarjana/S1
/opportunities/1071665,Interior Estimator,Teknik Sipil,Diploma
/opportunities/1084684,Staff Exhibition,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1084685,Marketing Executive,Semuanya,Diploma
/opportunities/1084686,Personal Assistant Rumah,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084687,React Native Developer,Teknik Informatika,"Diploma, Sarjana/S1"
/opportunities/1084689,Facility Manager,"Arsitektur, Teknik Elektro",Sarjana/S1
/opportunities/1084690,Junior Collector Lampung,Semuanya,SLTA
/opportunities/1084692,Assistant Project Manager,"Teknik Elektro, Teknik Mesin",Sarjana/S1
/opportunities/1084694,Junior Collector Madiun,Semuanya,SLTA
/opportunities/1084695,Junior Collector Magelang,Semuanya,SLTA
/opportunities/1068350,Project & Office Audit Staff ,"Akuntansi, Teknik Komputer, Teknik Sipil","Diploma, Sarjana/S1"
/opportunities/1084662,Junior Collector Kediri,Semuanya,SLTA
/opportunities/1073616,Guru dan Tutor IPA IPS Bahasa & Komputer,"Ilmu Komputer, Psikologi, Sastra, Bahasa Inggris, Bahasa Perancis, Bahasa Jerman, Bahasa Cina, Pendidikan, Bimbingan dan Konseling, Pendidikan Guru, Sastra Belanda, Sastra Rusia",Sarjana/S1
/opportunities/1084663,Junior Collector Kendal,Semuanya,SLTA
/opportunities/1084664,Junior Collector Kendari,Semuanya,SLTA
/opportunities/1084666,Junior Collector Kepulauan Seribu,Semuanya,SLTA
/opportunities/1084661,TEKNISI,Teknik Elektro,SLTA
/opportunities/1084667,Junior Collector Klaten,Semuanya,SLTA
/opportunities/1084668,Junior Collector Kudus,Semuanya,SLTA
/opportunities/1084669,MERCHANT SUPPORT SERVICE ( TRANSPORTASI ONLINE ),Semuanya,SLTA
/opportunities/1084670,Sales Representative Retail ,Lainnya,SLTA
/opportunities/1084671,Junior Collector Kulon Progo,Semuanya,SLTA
/opportunities/1084673,Junior Collector Kuta,Semuanya,SLTA
/opportunities/1084674,Junior Collector Lamongan,Semuanya,SLTA
/opportunities/1084675,Coordinator Legal (Depok),Hukum,Sarjana/S1
/opportunities/1084659,Junior Collector Karanganyar,Semuanya,SLTA
/opportunities/1084639,Junior Collector Jawa Tengah,Semuanya,SLTA
/opportunities/1084643,Junior Collector Jawa Timur,Semuanya,SLTA
/opportunities/1084644,Junior Collector Jayapura,Semuanya,SLTA
/opportunities/1084645,Junior Collector Jember,Semuanya,SLTA
/opportunities/1084646,Junior Collector Jepara,Semuanya,SLTA
/opportunities/1084649,Junior Collector Jombang,Semuanya,SLTA
/opportunities/1084648,Junior Collector Jimbaran,Semuanya,SLTA
/opportunities/1084650,Junior Collector Kalimantan Barat,Semuanya,SLTA
/opportunities/1084651,Junior Collector Kalimantan Selatan,Semuanya,SLTA
/opportunities/1084652,Junior Collector Kalimantan Tengah,Semuanya,SLTA
/opportunities/1084653,DRAFTER R&D (Semarang),Teknik Mesin,Sarjana/S1
/opportunities/1084655,ACCOUNT RECEIVABLE ,Akuntansi,Sarjana/S1
/opportunities/1084657,DESIGN INTERIOR MARKETING,Arsitektur,"Diploma, Sarjana/S1"
/opportunities/1084658,Junior Collector Kalimantan Timur,Semuanya,SLTA
/opportunities/1084640,Junior Collector Jawa Barat,Semuanya,SLTA
/opportunities/1080713,Messenger,Semuanya,Apa Saja
/opportunities/1067875,Kaizen Staff,Teknik Industri,"Diploma, Sarjana/S1"
/opportunities/1074713,Sekretaris,Sekretaris,Diploma
/opportunities/1084628,Receptionist,Administrasi Bisnis (Keuangan),SLTA
/opportunities/1084629,STAFF GUDANG,Administrasi Bisnis (Keuangan),SLTA
/opportunities/1084630,ADMINISTRASI,Administrasi Bisnis (Keuangan),SLTA
/opportunities/1084632,ACCOUNT MANAGER ,Semuanya,Sarjana/S1
/opportunities/1084634,MARKETING EXECUTIVE,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1075145,Senior Marketing Executive (Residential),"Administrasi Bisnis (Manajemen), Arsitektur, Ekonomi, Ilmu Sosial dan Politik, Bahasa Inggris, Bahasa Cina",Sarjana/S1
/opportunities/1084636,SITE MANAGER,Arsitektur,Sarjana/S1
/opportunities/1084637,FINANCE ACCOUNTING OFFICER,Akuntansi,Sarjana/S1
/opportunities/1084642,Junior Collector Jakarta Timur,Semuanya,SLTA
/opportunities/1084638,FINANCE & ACCOUNTING SPV,Akuntansi,Sarjana/S1
/opportunities/1084641,Junior Collector Jambi,Semuanya,SLTA
/opportunities/1084617,civil engineering,"Arsitektur, Teknik Sipil",Sarjana/S1
/opportunities/1084604,Junior Collector Gunung Kudul,Semuanya,SLTA
/opportunities/1084606,Junior Collector Jakarta Barat,Semuanya,SLTA
/opportunities/1066918,Sekretaris,"Ilmu Administrasi Negara, Administrasi Bisnis (Keuangan), Sekretaris","Diploma, Sarjana/S1"
/opportunities/1068342,IT Operator,"Teknik Informatika, Teknik Telekomunikasi",Diploma
/opportunities/1068347,IT TESTER ,"Teknik Komputer, Teknik Informatika, Teknik Telekomunikasi","Diploma, Sarjana/S1"
/opportunities/1068460,IT JAVA & PHP,"Teknik Komputer, Teknik Informatika",Sarjana/S1
/opportunities/1068729,Sales,Lainnya,SLTA
/opportunities/1068776,Sales,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1069191,Account Executive,"Hubungan Internasional, Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Akuntansi, Administrasi Pendidikan, Bahasa Inggris, Desain Produk, Arkeologi","Diploma, Sarjana/S1"
/opportunities/1072949,Sales Representative,"Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Akuntansi, Arsitektur, Ilmu Komunikasi, Bahasa Inggris, Bahasa Jerman, Bahasa Cina, Bahasa Jepang, Ahli Gizi, Bahasa Indonesia, Administrasi Pendidikan, Agronomi, Agroteknologi, Antropologi Sosial, Arkeologi",Diploma
/opportunities/1084611,Junior Collector Jakarta Pusat,Semuanya,SLTA
/opportunities/1084609,IT STAFF,Teknik Komputer,Sarjana/S1
/opportunities/1084613,Junior Collector Jakarta Selatan,Semuanya,SLTA
/opportunities/1084616,Junior Collector Jakarta Utara,Semuanya,SLTA
/opportunities/1084600,Junior Collector Gresik,Semuanya,SLTA
/opportunities/1084573,Junior Collector Depok,Semuanya,SLTA
/opportunities/1084570,Marketing Credit Cirebon,Semuanya,SLTA
/opportunities/1084571,Junior Collector Denpasar,Semuanya,SLTA
/opportunities/1084572,Marketing Credit Demak,Semuanya,SLTA
/opportunities/1084574,Marketing Credit Denpasar,Semuanya,SLTA
/opportunities/1084575,Junior Collector DI - Aceh,Semuanya,SLTA
/opportunities/1084583,Junior Collector DI - Yogyakarta,Semuanya,SLTA
/opportunities/1081421,MARKETING ,Semuanya,"Diploma, Sarjana/S1"
/opportunities/1081420,"HEALTH, SAFETY & ENVIRONMENT MANAGEMENT SYSTEM CONSULTANT","Teknik Industri, Teknik Kimia",Sarjana/S1
/opportunities/1084582,Driver (Bogor),Semuanya,SLTA
/opportunities/1084584,Magang Accounting (3-6 Bulan),Akuntansi,Sarjana/S1
/opportunities/1084585,Junior Collector DKI Jakarta,Semuanya,SLTA
/opportunities/1084595,Junior Collector Ende,Semuanya,SLTA
/opportunities/1084599,Junior Collector Gorontalo,Semuanya,SLTA
/opportunities/1084568,Marketing Credit Cimahi,Semuanya,SLTA
/opportunities/1084550,Junior Collector Brebes,Semuanya,SLTA
/opportunities/1084553,Junior Collector Cianjur,Semuanya,SLTA
/opportunities/1084555,Junior Collector Cibinong,Semuanya,SLTA
/opportunities/1084556,Marketing Credit Cianjur,Semuanya,SLTA
/opportunities/1084558,Junior Collector Cikarang,Semuanya,SLTA
/opportunities/1084559,Marketing Credit Cibinong,Semuanya,SLTA
/opportunities/1084561,Marketing Credit Cikarang,Semuanya,SLTA
/opportunities/1084560,Junior Collector Cilacap,Semuanya,SLTA
/opportunities/1084562,Junior Collector Cilegon,Semuanya,SLTA
/opportunities/1084563,Marketing Credit Cilacap,Semuanya,SLTA
/opportunities/1084566,Junior Collector Cirebon,Semuanya,SLTA
/opportunities/1084564,Junior Collector Cimahi,Semuanya,SLTA
/opportunities/1084565,Marketing Credit Cilegon,Semuanya,SLTA
/opportunities/1084569,Junior Collector Demak,Semuanya,SLTA
/opportunities/1084554,Marketing Credit Bukittinggi,Semuanya,SLTA
/opportunities/1084536,Marketing Credit Biak,Semuanya,SLTA
/opportunities/1084537,Marketing Credit Binjai,Semuanya,SLTA
/opportunities/1084542,Junior Collector Blitar,Semuanya,SLTA
/opportunities/1084538,Junior Collector Blora,Semuanya,SLTA
/opportunities/1084539,Marketing Credit Blitar,Semuanya,SLTA
/opportunities/1084541,Junior Collector Bogor,Semuanya,SLTA
/opportunities/1084540,Marketing Credit Blora,Semuanya,SLTA
/opportunities/1084543,Marketing Credit Bogor,Semuanya,SLTA
/opportunities/1084546,Marketing Credit Bojonegoro,Semuanya,SLTA
/opportunities/1084547,Junior Collector Boyolali,Semuanya,SLTA
/opportunities/1084549,Marketing Credit Boyolali,Semuanya,SLTA
/opportunities/1084548,Training Staff,"Psikologi, Pendidikan, Manajemen",Sarjana/S1
/opportunities/1084551,Marketing Credit Brebes,Semuanya,SLTA
/opportunities/1084552,Junior Collector Bukittinggi,Semuanya,SLTA
/opportunities/1084535,Junior Collector Binjai,Semuanya,SLTA
/opportunities/1084520,Marketing Credit Banyuwangi,Semuanya,SLTA
/opportunities/1084523,Junior Collector Batam,Semuanya,SLTA
/opportunities/1084522,Administrasi,"Lainnya, Teknik Lainnya",Sarjana/S1
/opportunities/1084525,Marketing Credit Batam,Semuanya,SLTA
/opportunities/1084524,After Sales ,Teknik Lainnya,"Diploma, Sarjana/S1"
/opportunities/1084526,Junior Collector Batang,Semuanya,SLTA
/opportunities/1084527,Marketing Credit Batang,Semuanya,SLTA
/opportunities/1084528,Junior Collector Bekasi,Semuanya,SLTA
/opportunities/1084529,Marketing Credit Bekasi,Semuanya,SLTA
/opportunities/1084530,Junior Collector Bengkulu,Semuanya,SLTA
/opportunities/1084531,Marketing Credit Bengkulu,Semuanya,SLTA
/opportunities/1084532,Junior Collector Biak,Semuanya,SLTA
/opportunities/1072219,MANAJER SDM,Psikologi,Sarjana/S1
/opportunities/1084534,Driver Truk (Sim B1),Lainnya,SLTA
/opportunities/1084521,Junior Collector Banyuwangi,Semuanya,SLTA
/opportunities/1084513,Marketing Credit Banjarnegara,Semuanya,SLTA
/opportunities/1081157,Marketing Executive,Semuanya,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084506,Junior Collector Banjar,Semuanya,SLTA
/opportunities/1081577,Welder,Teknik Lainnya,SLTA
/opportunities/1065027,Safety Officer,"Kesehatan Masyarakat, Teknik Industri, Teknik Mesin, Teknik Sipil, Teknik Pertambangan, Teknik Ekologi/Lingkungan",Diploma
/opportunities/1084509,Marketing Credit Banjar,Semuanya,SLTA
/opportunities/1084511,Marketing Credit Banjarmasin,Semuanya,SLTA
/opportunities/1084514,Junior Collector Banjarnegara,Semuanya,SLTA
/opportunities/1022044,Programmer,Lainnya,Diploma
/opportunities/1084516,Junior Collector Banten,Semuanya,SLTA
/opportunities/1084515,Marketing Credit Banten,Semuanya,SLTA
/opportunities/1084518,Junior Collector Bantul,Semuanya,SLTA
/opportunities/1084517,Marketing Credit Bantul,Semuanya,SLTA
/opportunities/1084519,Marketing Credit Banyumas,Semuanya,SLTA
/opportunities/1084505,Junior Collector Bangka - Belitung,Semuanya,SLTA
/opportunities/1084494,Senior Business Developmnet,Manajemen Transportasi,Sarjana/S1
/opportunities/1084495,Marketing Credit Banda Aceh,Semuanya,SLTA
/opportunities/1084493,Marketing Credit Balikpapan,Semuanya,SLTA
/opportunities/1084497,Junior Collector Ambon,Semuanya,SLTA
/opportunities/1084496,Marketing Credit Bandar Lampung,Semuanya,SLTA
/opportunities/1084498,Marketing Credit Bandung,Semuanya,SLTA
/opportunities/1084499,Junior Collector Bali,Semuanya,SLTA
/opportunities/1084500,senior teknisi,Teknik Elektro,Sarjana/S1
/opportunities/1084507,Marketing Credit,Semuanya,SLTA
/opportunities/1084501,Junior Collector Balikpapan,Semuanya,SLTA
/opportunities/1084502,Junior Collector Banda Aceh,Semuanya,SLTA
/opportunities/1084503,Junior Collector Bandarlampung,Semuanya,SLTA
/opportunities/1084510,Junior Collector Banjarmasin,Semuanya,SLTA
/opportunities/1084504,Junior Collector Bandung,Semuanya,SLTA
/opportunities/1084490,Legal Corporate,Hukum,"Sarjana/S1, Master/S2"
/opportunities/1084466,Store Manager,Semuanya,Sarjana/S1
/opportunities/1084467,Key Account Manager,Semuanya,SLTA
/opportunities/1084468,Key Account Manager,Semuanya,SLTA
/opportunities/1084469,Key Account Manager,Semuanya,SLTA
/opportunities/1084470,Key Account Manager,Semuanya,SLTA
/opportunities/1084471,Cold Storage Technician (Teknisi Pendingin),Teknik Elektro,"SLTA, Diploma, Sarjana/S1"
/opportunities/1084472,Cold Storage Technician (Teknisi Pendingin),Teknik Elektro,SLTA
/opportunities/1084693,Junior Collector Lhokseumawe,Semuanya,SLTA
