site,url,jobs,location,location_tambahan,location_tambahan_xx,qualification,experience,salary,length 
jobs.id,https://www.jobs.id/lowongan/MjY3OTQ1/telemarketing-tfa-asuransi-ciputra-indonesia-pt?qt_ref=search&qt_page=16&qt_pos=15,Telemarketing TFA,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<p>Kualifikasi :</p>
<ul>
<li>
<div data-pasted=""1"">Kualifikasi :</div>
</li>
<li>
<div data-pasted=""1"">Minimal SMU / SMK .</div>
</li>
<li>
<div data-pasted=""1"">Maximum 30 years .</div>
</li>
<li>
<div data-pasted=""1"">Memiliki kemampuan komunikasi yang baik .</div>
</li>
<li>
<div data-pasted=""1"">Memiliki motivasi tinggi dalam bekerja .</div>
</li>
<li>
<div data-pasted=""1"">Memiki keinginan untuk berpenghasilan diatas 5 juta perbulan</div>
</li>
</ul>
<p>Benefit :</p>
<ul>
<li>Basic Allowance</li>
<li>Tunjangan transportasi</li>
<li>Komisi bulanan </li>
<li>Bonus perjalanan wisata ke luar negri </li>
<li>Coverage biaya melahirkan</li>
<li>Coverage biaya rawat jalan &amp; rawat inap</li>
<li>Covarage asuransi jiwa</li>
<li>Training bersertifikat</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  3.000.000 - 5.000.000,6
jobs.id,https://www.jobs.id/lowongan/MjY5MzEw/settlement-reconciliation-analyst-aino-indonesia-pt?qt_ref=search&qt_page=16&qt_pos=14,Settlement & Reconciliation Analyst,Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan minimal S1 Teknik Informatika, Statistik</li>
<li>Diutamakan perempuan, usia 20-27 tahun, belum menikah</li>
<li>Diutamakan berpengalaman minimal 1 tahun,</li>
<li>Menguasai Ms Excel, SPSS, R, Mapple.</li>
<li>Tekun, sigap,santun, dan memiliki komunikasi yang baik, berpenampilan menarik, serta menyukai kerja tim.</li>
<li>Mampu bekerja dengan target.</li>
<li>Memiliki timely manner/ sikap tepat waktu dalam hal reporting work result.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY4MTA0/staff-audit-audy-mandiri-indonesia-pt?qt_ref=search&qt_page=16&qt_pos=13,Staff Audit..,Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Bandung Barat</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Bandung Barat</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Wanita atau Pria</li>
<li>Usia 20 – 28 tahun</li>
<li>Mampu berkomunikasi dengan baik</li>
<li>Menguasai Microsoft Office</li>
<li>Teliti dalam bekerja</li>
<li>Jujur</li>
<li>Loyal terhadap perusahaan</li>
<li>Mampu bekerja sama dalam team</li>
<li>Memiliki pengalaman di bidang yang sama atau di bidang keuangan</li>
</ul>
</div></div>",null,IDR  3.000.000 - 3.500.000,4
jobs.id,https://www.jobs.id/lowongan/MjcxNzEy/crew-outlet-barista-bogor-trade-mall-warung-indonesia-pt?qt_ref=search&qt_page=16&qt_pos=12,Crew Outlet (Barista) - Bogor Trade Mall,Bogor,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Domisili Bogor</li>
<li>Laki-laki, usia maksimal 28 tahun</li>
<li>Pendidikan Min. SMA/SMK Sederajat</li>
<li>Diutamakan berpengalaman di bidang Resto atau Cafe (F&amp;B)</li>
<li>Bersedia bekerja dalam sistem shift</li>
<li>Bersedia ditempatkan di Kopi 27 area Bogor</li>
</ul>
<p>Kualifikasi Umum :</p>
<ul>
<li>Memiliki kemampuan komunikasi, presentasi dan negosiasi</li>
<li>Berpenampilan menarik</li>
<li>Orientasi target</li>
<li>Memiliki networking yang luas</li>
<li>Memiliki jiwa kepemimpinan</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  1.800.000 - 2.300.000,6
jobs.id,https://www.jobs.id/lowongan/MjcwNjQ5/marketing-ekata-logue-ekologika-pt?qt_ref=search&qt_page=16&qt_pos=11,Marketing,Batam,5 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Surabaya</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Batam</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria / Wanita , Usia 20-35 tahun, </li>
<li>Memiliki pengalaman minimal 1 tahun di bidang Sales</li>
<li>Bisa berbahasa mandarin pasif lebih disukai</li>
<li>Lebih disukai mempunyai banyak link / relasi</li>
<li>Segera bisa bergabung</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxNzU3/management-development-program-sales-kp-press-indonesia-pt?qt_ref=search&qt_page=16&qt_pos=10,Management Development Program Sales,Bandung,,,"<div class=""job_req""><ul>
<li>Pria/Wanita</li>
<li>maks 55 Tahun</li>
<li>Min pendidikan D3/S1</li>
<li>Pengalaman tidak diutamakan</li>
<li>Berpenampilan menarik</li>
<li>Bisa bekerja sama dalam Tim</li>
</ul></div>",Fresh Graduate akan dipertimbangkan,IDR  3.000.000 - 5.000.000,6
jobs.id,https://www.jobs.id/lowongan/MjcxNzc5/logistic-coordinator-os-selnajaya-indonesia-pt?qt_ref=search&qt_page=16&qt_pos=9,Logistic Coordinator,Jakarta Selatan,1 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Subang</div></div>,"<div class=""job_req""><ul>
<li>At least S1.</li>
<li>At least 5 years of working experience as Warehouse Coordinator or Supervisor. Preferable in FMCG Industry.</li>
<li>Skill : Good knowledge about Warehouse Management System, Product Handling Control and Leadership</li>
<li>Familiar with computer skills including Microsoft Excel and Word.</li>
<li>Good communication skills and ability to interact effectively with all levels</li>
<li>Able to work under pressure.</li>
</ul></div>",null,IDR  6.000.000 - 7.000.000,4
jobs.id,https://www.jobs.id/lowongan/MTA1MDgz/sales-promotion-girl-masuya-distra-sentosa-pt?qt_ref=search&qt_page=17&qt_pos=24,Sales Promotion Girl,Indonesia - Jawa Timur - Surabaya,1 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Samarinda</div></div>,"<div class=""job_req""><ul>
<li>Usia maksimal 27 tahun</li>
<li>Pendidikan minimal SMA / Sederajat</li>
<li>Berpengalaman sebagai Sales Promotion di Industri Makanan ( lebih diutamakan )</li>
<li>Berpenampilan menarik dan rapi</li>
<li>Memiliki kemampuan komunikasi yang baik, pantang menyerah, jujur dan disiplin</li>
<li>Punya kendaraan sendiri</li>
<li>Bersedia lembur pada saat event</li>
</ul></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxMzQ3/physics-master-teacher-ruang-raya-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=23,Physics Master Teacher,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Bachelor degree in Physics Education or equivalent.</li>
<li>At least 3-5 years of experience in teaching/curriculum/question set/syllabus with a reputable educational institution.</li>
<li>Possess strong understanding about national curriculum, particularly those used in national exam (UN) and SBMPTN.</li>
<li>Good communication skill.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTkyOTM3/adm-gudang-saboga-food-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=22,Adm Gudang,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ol>
<li>Min DIII / Sederajat</li>
<li>paham proses gudang, stock opname, penataan barang masuk dan keluar khususnya gudang makanan</li>
<li>pengalaman min 2 thn</li>
<li>usia max 45 thn</li>
</ol>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MTE5/staff-horticultural-oibbb?qt_ref=search&qt_page=17&qt_pos=21,Staff Horticultural,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria / Wanita</li>
<li>Menikah / Belum menikah</li>
<li>Usia max. 40 tahun</li>
<li>Pendidikan min. S1 dari semua jurusan</li>
<li>IPK min. 3.00</li>
<li>Memiliki pengalaman organisasi</li>
<li>Fresh Graduate dipersilahkan mendaftar atau memiliki pengalaman kerja max. 2 tahun</li>
<li>Yang berorientasi inovasi produksi&amp; usaha</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTk2Mjc5/surveyor-staff-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=17&qt_pos=20,Surveyor Staff,Jakarta Barat dan ,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria usia maksimal 30 tahun.</li>
<li>Pendidikan minimal D3 semua jurusan</li>
<li>Memiliki motivasi tinggi dan siap kerja dibawah tekanan.</li>
<li>Memiliki kemampuan analisa yang baik.</li>
<li>Wajib memiliki kendaraan pribadi dan SIM C/A.</li>
<li>Pengalam lebih disukai (Fresh graduate dipersilahkan)</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  3.556.000 - 4.000.000,6
jobs.id,https://www.jobs.id/lowongan/MTU2MjQ2/jurnalis-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=19,Jurnalis,Depok dan ,"5 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Jakarta Raya</div><div class='col-xs-12 city-name'>Jakarta Barat</div><div class='col-xs-12 city-name'>Jakarta Selatan</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria atau wanita</li>
<li>Pendidikan min S1 segala jurusan</li>
<li>
<div data-pasted=""1"">Mempunyai kemampuan komunikasi dengan baik</div>
</li>
<li>
<div data-pasted=""1"">Mampu menulis dan mengedit artikel dengan baik dan benar</div>
</li>
<li>
<div data-pasted=""1"">Memiliki minat di bidang jurnalistik</div>
</li>
<li>
<div data-pasted=""1"">Berwawasan luas, dinamis, dan mampu bekerja di bawah tekanan</div>
</li>
<li>
<div data-pasted=""1"">Berpenampilan menarik, motivasi tinggi, dan pekerja keras </div>
</li>
<li>
<div data-pasted=""1"">Good attitude dan bertanggung jawab</div>
</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  3.000.000 - 4.000.000,6
jobs.id,https://www.jobs.id/lowongan/MjcxMzYy/beautician-pekanbaru-kk-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=18,Beautician Pekanbaru,Pekanbaru,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Wanita, usia maksimal 27 th</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Menyukai perawatan kecantikan</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Ramah, komunikatif, percaya diri</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Penampilan menarik, berkulit bersih, berat badan proporsional</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Bersedia dinas ke luar kota</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Menampilkan foto close up wajah dan seluruh badan</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Berpengalaman lebih diutamakan</span></span></p>
</li>
<li>
<p><span style=""font-family: Arial,sans-serif;""><span style=""font-size: small;"">Penempatan di Pekanbaru<br></span></span></p>
</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY3MTkx/financial-advisor-syariah-jakarta-barat-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=17&qt_pos=17,Financial Advisor Syariah Jakarta Barat,Jakarta Barat,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p>JOB QUALIFICATION</p>
<ul>
<li>Pendidikan min. D3 dan S1</li>
<li>Komunikatif</li>
<li>Pengalaman min. 2 Tahun (dibidang Financial Industry)</li>
<li>Berpenampilan Representative</li>
</ul>
</div></div>",null,IDR  2.500.000 - 3.200.000,4
jobs.id,https://www.jobs.id/lowongan/MjcxMjQw/marketing-creating-creative-solution-improvement-ccsi-pt?qt_ref=search&qt_page=17&qt_pos=16,Marketing,Denpasar dan ,"1 kota lainnya,2 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Surabaya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>","<div class=""job_req""><ul>
<li>Wanita</li>
<li>Usia Maks 24 tahun</li>
<li>Min SMK</li>
<li>Berpengalaman dibidang Marketing lebih disukai</li>
</ul></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTk5NjY3/team-leader-restoran-food-beverage-secret-recipe-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=15,TEAM LEADER RESTORAN (FOOD & BEVERAGE),Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<p><strong>Kualifikasi :</strong></p>
<ul>
<li>Pendidikan SMK - D3 semua bidang ilmu (diutamakan dari Tata / Jasa boga / perhotelan / pariwisata</li>
<li>Usia 25 - 27 tahun</li>
<li>Minimal 1 - 2 tahun berpengalaman dalam bidang yang sama (restaurant)</li>
<li>Dapat bekerja sesuai dengan target penjualan</li>
<li>Mampu menganalisa dengan baik</li>
<li>Bersih dan rapi</li>
<li>Kepemimpinan yang baik dan tegas, komunikasi yang baik dengan team, inovatif, kreatif</li>
<li>Bersedia di tempatkan DKI Jakarta</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MzE4/pios-coordinator-aino-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=14,PIOS Coordinator,Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Minimum pendidikan : S1 Teknik Elektro/ Teknik Industri atau jurusan sejenisnya</li>
<li>Pengalaman kerja sebagai Supervisor Teknisi atau Technical Project Controller minimal 2 tahun</li>
<li>Memiliki kemampuan team planning, schedulling &amp; time management yang baik</li>
<li>Memiliki kemampuan leadership &amp; people management yang baik</li>
<li>Communication skill and reporting yang handal</li>
<li>Employee Status : Full time position available</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcwNzIy/admin-online-ekata-logue-ekologika-pt?qt_ref=search&qt_page=17&qt_pos=13,Admin Online,Batam,5 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Surabaya</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Batam</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Bisa mengoperasikan Computer</li>
<li>Menguasai MS Office</li>
<li>Bisa mengoperasikan Potoshop</li>
<li>Terbiasa menggunakan Social Media</li>
<li>memiliki pengalaman sebagai Admin dan marketing online</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxMzQ5/biology-master-teacher-ruang-raya-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=12,Biology Master Teacher,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Bachelor degree in Biology Education or equivalent.</li>
<li>At least 3-5 years of experience in teaching/curriculum/question set/syllabus with a reputable educational institution.</li>
<li>Possess strong understanding about national curriculum, particularly those used in national exam (UN) and SBMPTN.</li>
<li>Good communication skill.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTkyOTQ4/crew-produksi-saboga-food-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=11,Crew Produksi,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Min SMP sederajat</li>
<li>sehat jasmani dan rohani</li>
<li>siap kerja dengan Shift</li>
<li>usia max 35 th</li>
<li>Untuk penempatan di bandung</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MTE4/staff-agriculture-oibbb?qt_ref=search&qt_page=17&qt_pos=10,Staff Agriculture,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria / Wanita</li>
<li>Menikah / Belum menikah</li>
<li>Usia max. 40 tahun</li>
<li>Pendidikan min. S1 dari semua jurusan</li>
<li>IPK min. 3.00</li>
<li>Memiliki pengalaman organisasi</li>
<li>Fresh Graduate dipersilahkan mendaftar atau memiliki pengalaman kerja max. 2 tahun</li>
<li>berorientasi inovasi produksi&amp; usaha</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5NzE3/warehouse-tomohon-kk-indonesia-pt?qt_ref=search&qt_page=17&qt_pos=9,Warehouse Tomohon,Tomohon,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>
<p style=""margin-bottom: 0cm;"">Pendidikan SLTA semua jurusan</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Usia maksimal 27 tahun</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Menguasai Ms. Office</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Jujur, teliti, bertanggung jawab dan cekatan</p>
</li>
<li>
<p>Tidak sedang menempuh pendidikan</p>
</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTg5NTU5/admin-accounting-creating-creative-solution-improvement-ccsi-pt?qt_ref=search&qt_page=18&qt_pos=24,Admin Accounting,Surabaya,"2 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Surabaya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ol>
<li>Lulusan D3 / S1 Akuntansi</li>
<li>Diutamakan wanita usia maksimal 30 tahun</li>
<li>Berpengalaman sebagai Staf Akunting</li>
<li>Memiliki sertifikat Brevet A dan B</li>
<li>Paham perhitungan PPH dan perpajakan lainnya</li>
<li>Mengerti tentang pembukuan, prosedur akuntansi dasar dan akuntansi biaya</li>
<li>Mampu mengoperasikan MS Office, database dan software akuntansi</li>
<li>Detail, teliti dan memiliki akurasi perhitungan yang tepat</li>
<li>Tegas dan bisa mengkomunikasikan prosedur perusahaan dengan baik</li>
</ol>
<div data-pasted=""1"">
<p>INFORMASI :</p>
<p><strong>WAWANCARA PERTAMA AKAN DIPROSES MELALUI TELEPON DAN PIHAK CCSI AKAN MEMBERITAHU MELALUI SMS TERKAIT JADWAL WAWANCARA.</strong></p>
<p><strong>BAGI PELAMAR YANG TIDAK MENELPON PADA JADWAL YANG SUDAH DITENTUKAN, MAKA AKAN GUGUR SECARA OTOMATIS.</strong></p>
</div>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTg2OTI1/crew-restaurant-mall-kelapa-gading-secret-recipe-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=23,Crew Restaurant - Mall Kelapa Gading,Jakarta Utara,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan minimal SMU / SMK / SMIP</li>
<li>Pengalaman minimal 1 - 2 tahun diposisi yang sama atau baru lulus silahkan melamar</li>
<li>Menyukai dunia restaurant atau f dan b</li>
<li>Rapi dan sopan</li>
<li>Mampu bekerja secara team / individu</li>
<li>Mampu menjalin komunikasi yang baik antar sesama team</li>
<li>Bersedia di tempatkan di Mall Kelapa Gading</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxODAw/kurir-dan-online-detektif-ekata-logue-ekologika-pt?qt_ref=search&qt_page=18&qt_pos=22,kurir dan online detektif,Surabaya dan ,"5 kota lainnya,5 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Batam</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Surabaya</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Batam</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>","<div class=""job_req""><p>- pria / wanita </p>
<p>- umur dibawah 25 tahun</p>
<p>- rasa ingin tahu yang kuat</p>
<p>- tidak meminta gaji awal yang tinggi </p>
<p>- baru lulus akan diprioritaskan</p>
<p>- mempunyai motor</p></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjY4OTc2/graphic-designer-ruang-raya-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=21,Graphic Designer,Jakarta Selatan,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Diploma/bachelor degree in any major with minimum least 2-3 years of experience. Those with creative/advertisement agency experience are highly preferred</li>
<li>Demonstrable graphic design skills with a strong portfolio</li>
<li>Up to date with industry leading software and technologies (Illustrator, Indesign, Photoshop, etc.)</li>
<li>Highly proficient in all design aspects</li>
<li>Detail oriented and highly organized working under pressure</li>
<li>Professionalism regarding time and deadlines</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTYwMzEy/staf-design-saboga-food-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=20,Staf Design,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria atau wanita</li>
<li>Pendidkan minimal D3 Sederajat  </li>
<li>Memahami Program : PhotoshopCorel Draw FlasAdobe IllustratorVideo EditingDream Weaver</li>
<li>memiliki SIM C</li>
<li>Pengalaman min 2 th</li>
<li>usia Maksimal  35 th</li>
<li>Untuk penempatan di Bandung</li>
</ul>
</div><br><br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MTIy/staff-guru-oibbb?qt_ref=search&qt_page=18&qt_pos=19,Staff Guru,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria / Wanita</li>
<li>Menikah / Belum menikah</li>
<li>Usia max. 40 tahun</li>
<li>Pendidikan min. S1 dari semua jurusan</li>
<li>IPK min. 3.00</li>
<li>Memiliki pengalaman organisasi</li>
<li>Fresh Graduate dipersilahkan mendaftar atau memiliki pengalaman kerja max. 2 tahun</li>
<li>Yg berorientasi pendalaman pengetahuan ,karakter leadership &amp; usaha</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY3MzUw/incentive-management-specialist-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=18&qt_pos=18,Incentive Management Specialist,Tangerang Selatan,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Usia antara 21 - 25 tahun,</li>
<li>Pendidikan minimal S1, </li>
<li>Mampu bekerja di bawah tekanan,</li>
<li>Memiliki kemampuan komunikasi yang baik,</li>
<li>Memiliki pengalaman dalam bidang/pekerjaan sejenis lebih disukai,</li>
<li>Teliti, detail, dan mahir dalam pengolahan angka.</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  3.600.000 - 4.500.000,6
