site,url,jobs,location,location_tambahan,location_tambahan_xx,qualification,experience,salary,length 
jobs.id,https://www.jobs.id/lowongan/MTk0NjI3/hc-employee-relation-specialist-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=25&qt_pos=1,HC Employee Relation Specialist,Tangerang dan ,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Berorientasi kepada orang (people oriented),</li>
<li>Mampu mengolah dan menganalisa data,</li>
<li>Memiliki kemampuan dibidang Video dan Photo Editing,</li>
<li>Mahir menggunakan aplikasi Video Editor, Adobe Photoshop, dan sejenisnya,</li>
<li>Pendidikan minimal S1, semua jurusan,</li>
<li>Usia Maksimal 28 Tahun,</li>
<li>Memiliki pengalaman di bidang / industri terkait,</li>
<li>Memiliki komunikasi yang baik,</li>
<li>Bersedia perjalanan dinas jika di butuhkan.</li>
</ul>
<div data-pasted=""1"">*) Penempatan di Head Office - BSD City</div>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTk0NjAy/ar-management-front-end-motorcycle-specialist-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=25&qt_pos=0,AR Management Front End Motorcycle Specialist,Tangerang dan ,1 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria, Min. Lulusan S1, Jurusan Hukum / Komunikasi,</li>
<li>Usia antara 22 - 30 tahun,</li>
<li>Memiliki kepribadian yang teliti,</li>
<li>Mahir dalam menggunakan Excel.</li>
</ul>
</div></div>",null,IDR  3.600.000 - 4.200.000,4
jobs.id,https://www.jobs.id/lowongan/MTgzODEw/agency-relationship-executive-area-tangerang-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=24&qt_pos=8,Agency Relationship Executive (Area Tangerang),Cilegon dan ,3 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Serang</div><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Kualifikasi</strong></p>
<ul>
<li>Pria dan wanita usia maksimal 30 tahun.</li>
<li>Pendidikan minimal D3</li>
<li>Memiliki motivasi tinggi dan siap kerja dibawah tekanan.</li>
<li>Supel dan suka bersosialisasi serta memiliki banyak relasi mobil/motor.</li>
<li>Memiliki kemampuan development marketing, negosiasi, komunikasi, dan relationship management.</li>
<li>Wajib memiliki kendaraan pribadi dan SIM C/A.</li>
<li>Memiliki pengalaman marketing (Mikro, KTA, Kartu Kredit dan Asuransi)</li>
</ul>
<div data-pasted=""1"">
<p><strong>Notes: Penempatan di Setiap Cabang BFI Area Tangerang, diantaranya :</strong></p>
<ol>
<li><strong>Cilegon</strong></li>
<li><strong>Serang</strong></li>
<li><strong>Balaraja</strong></li>
<li><strong>Cikupa</strong></li>
<li><strong>Kotabumi</strong></li>
<li><strong>Tangerang Kota</strong></li>
<li><strong>Gading Serpong</strong></li>
<li><strong>BSD - Serpong</strong></li>
<li><strong>Pamulang</strong></li>
<li><strong>Bintaro</strong></li>
</ol>
</div>
</div></div>",null,IDR  3.600.000 - 5.500.000,4
jobs.id,https://www.jobs.id/lowongan/MTgzODEz/collector-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=24&qt_pos=7,Collector,Banjarbaru dan ,6 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Banjarmasin</div><div class='col-xs-12 city-name'>Hulu Sungai Selatan</div><div class='col-xs-12 city-name'>Hulu Sungai Tengah</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Hulu Sungai Utara</div><div class='col-xs-12 city-name'>Palangkaraya</div><div class='col-xs-12 city-name'>Tanah Bumbu</div></div>,"<div class=""job_req""><br>
<ul>
<li>Pria berusia maks. 28 th</li>
<li>Pendidikan min. SMA, S1 lebih diutamakan</li>
<li>Memiliki kendaraan pribadi</li>
<li>Memiliki SIM A/C yang aktif</li>
<li>Bersedia bekerja dengan target</li>
</ul></div>",Fresh Graduate akan dipertimbangkan,IDR  2.300.000 - 2.700.000,6
jobs.id,https://www.jobs.id/lowongan/MTkzNjU2/head-finishing-printing-ezy-print-indonesia-pt?qt_ref=search&qt_page=24&qt_pos=6,Head Finishing (Printing),Jakarta Barat,,,"<div class=""job_req""><ul>
<li>Harus berpengalaman dibidang yang sama min 5 tahun</li>
</ul></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTgzODE3/marketing-agency-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=24&qt_pos=5,Marketing Agency,Blitar dan ,7 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Jombang</div><div class='col-xs-12 city-name'>Kediri</div><div class='col-xs-12 city-name'>Madiun</div><div class='col-xs-12 city-name'>Mojokerto</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Nganjuk</div><div class='col-xs-12 city-name'>Ponorogo</div><div class='col-xs-12 city-name'>Tulungagung</div></div>,"<div class=""job_req""><ol>
<li>Min Diploma (semua jurusan)</li>
<li>Pria/Wanita , single/married</li>
<li>IPK min. 3.0</li>
<li>Memiliki relasi yang luas (teman, sahabat)</li>
<li>Bersedia dengan target, menyukai tantangan</li>
<li>Memiliki kendaraan pribadi dan SIM C sima A (menjadi nilai tambah)</li>
<li>Penempatan sesuai domisili terdekat dengan cabang.</li>
</ol></div>",null,IDR  1.900.000 - 2.500.000,4
jobs.id,https://www.jobs.id/lowongan/MTgyMDU4/mt-account-officer-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=24&qt_pos=4,MT - Account Officer,Tangerang,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan terakhir minimal S1, IPK min. 3 di semua jurusan</li>
<li>Pengalaman kerja minimal 1 tahun dibidang Property / bidang terkait</li>
<li>Menyukai pekerjaan dibidang Marketing</li>
<li>Usia maks. 28 tahun</li>
<li>Terbuka untuk <em>Fresh Graduate</em></li>
<li><strong>Bersedia penempatan di seluruh Indonesia</strong></li>
<li>Bersedia ikatan dinas 2 tahun</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  3.600.000 - 4.000.000,6
jobs.id,https://www.jobs.id/lowongan/MTgyNDIw/marketing-agency-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=24&qt_pos=3,Marketing Agency,Bandung dan ,4 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Cimahi</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Garut</div><div class='col-xs-12 city-name'>Tasikmalaya</div></div>,"<div class=""job_req""><ol>
<li>Pria/Wanita</li>
<li>Umur Max. 30 Tahun</li>
<li>Pendidikan Min. D3 (Semua Jurusan)</li>
<li>Komunikatif dan Good Looking</li>
<li>Menyukai pekerjaan lapangan dan tantangan</li>
<li>Memiliki SIM C/A*</li>
<li>Aktif dalam organisasi</li>
</ol></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTgzMDcx/cdp-chef-de-partie-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=24&qt_pos=2,CDP (Chef de Partie),Jakarta Selatan dan ,"1 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><p>1. Kandidat minimal Diploma atau Sarjana </p>
<p>2. Memahami Personal hygene, cook, stock control, supervise, costing, COGS, stock opname</p>
<p>3. Berpengalaman dibidang catering sekurang-kurangnya 1-2 tahun.</p><br>[Posisi Prioritas]</div>",null,IDR  4.000.000 - 5.000.000,4
jobs.id,https://www.jobs.id/lowongan/MTgxOTQ2/telemarketing-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=24&qt_pos=1,Telemarketing,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pend Min. D3 </li>
<li>Memiliki SIM A/C</li>
<li>Komunikatif &amp; Jujur</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTc0NDIz/kesehatan-lingkungan-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=24&qt_pos=0,Kesehatan Lingkungan,Tangerang Selatan,"2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><p>1. Laki-laki</p>
<p>2. Fresh Graduate di persilahkan</p>
<p>3. Pendidikan minimal D3 Kesehatan Lingkungan</p>
<p>4. Dapat mengoperasikan Komputer (Ms. Office)</p>
<p>5. Fc. Transkip nilai &amp; Ijazah terakhir (legalisir)</p>
<p>6. Fc. KTP</p>
<p>7. Surat Keterangan kesehatan</p>
<p>8. SKCK (Jika ada)</p>
<p>9. CV</p>
<p>10. Foto 4x6</p><br>[Posisi Prioritas]</div>",Fresh Graduate akan dipertimbangkan,IDR  3.000.000 - 4.000.000,6
jobs.id,https://www.jobs.id/lowongan/MTU1OTA2/accounting-produksi-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=23&qt_pos=8,Accounting Produksi,Bekasi dan ,"3 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Depok</div><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria atau wanita (Muslim)</li>
<li>Pendidikan Minimal SMK Akuntansi</li>
<li>Menerima Fresh Graduate                </li>
<li>Mahir menggunakan komputer (Ms Office) terutama Excel dan akuntansi software </li>
<li>Menguasai General &amp; Cost Accounting        </li>
<li>Berdomisili Jabodetabek      </li>
<li>Disiplin, komunikatif, jujur, pekerja keras, dan teliti                </li>
<li>Good attitude dan bertanggung jawab                </li>
<li>Teliti dan mampu bekerja di bawah tekanan</li>
</ul>
</div><br><br><br>[Posisi Prioritas]</div>",Fresh Graduate akan dipertimbangkan,IDR  2.900.000 - 3.700.000,6
jobs.id,https://www.jobs.id/lowongan/MjcwNDI1/finance-malang-ruang-raya-indonesia-pt?qt_ref=search&qt_page=23&qt_pos=7,Finance (Malang),Malang,,,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Kualifikasi:</strong></p>
<ul>
<li>Gelar sarjana pada jurusan Akuntansi, Manajemen, dan Administrasi.</li>
<li>Berpengalaman sebagai Human Resource; General Affair menjadi nilai tambah.</li>
<li>Detail oriented, terbiasa dengan data finansial.</li>
<li>Self-starter; mampu berkerja dibawah pengawasan yang minim.</li>
<li>Dapat menyesuaikan diri dengan fast-paced environment.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MzA5/staff-umum-pencatatan-oibbb?qt_ref=search&qt_page=23&qt_pos=6,Staff Umum & Pencatatan,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<div data-pasted=""1"">
<ul>
<li>Pria / Wanita</li>
<li>Menikah / Belum menikah</li>
<li>Usia max. 40 tahun</li>
<li>
<div data-pasted=""1"">Grade pendidikan bisa smp tapi semangat belajar</div>
</li>
</ul>
</div>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTgxOTIy/field-collector-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=23&qt_pos=5,Field Collector,Jakarta Raya,,,,Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/Mzg1NTM/senior-cook-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=23&qt_pos=4,Senior Cook,Bekasi dan ,"4 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Depok</div><div class='col-xs-12 city-name'>Tangerang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul type=""disc"">
<li>Pria, Usia Maksimal 35 tahun</li>
<li>Min. lulusan SMA/D3 Sederajat</li>
<li>Mempunyai pengalaman 3 tahun sebagai dibagian dapur</li>
<li>Meningkatkan kualitas produk, kepuasan pelanggan, cost operasional (materi dan staff), kualitas servis dan kebersihan</li>
<li>Menguasai jenis makanan Indonesian Food</li>
<li>Mempunyai keahlian Komputer (Microsoft Office)</li>
<li>Loyalitas dan inisiatif yang tinggi, mampu bekerja di bawah tekanan dan bertanggung jawab</li>
<li>Mempunyai tekad bekerja keras dan mau belajar</li>
<li>Siap bekerja shift dan bekerja sabtu-minggu dan hari besar</li>
<li>Tidak merokok dan sehat, jasmani rohani</li>
<li>Lebih diutamakan berdomisili di Jakarta Selatan,Ciledug &amp; Tangerang Selatan</li>
</ul>
</div>
<div id=""__hggasdgjhsagd_once"" style=""display: none;""> </div><br><br><br>[Posisi Prioritas]</div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTg0MzM5/financial-advisor-syariah-jakarta-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=23&qt_pos=3,Financial Advisor Syariah - Jakarta,Jakarta Raya,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<div> </div>
<div>JOB QUALIFICATION</div>
<div> </div>
<ul>
<li>Pendidikan D3 dan S1 dari berbagai jurusan.</li>
<li>Refresentatif</li>
<li>Memiliki teknik komunikasi yang baik</li>
<li>Tertarik dalam bidang Perbankan dan Insurance</li>
<li>Fresh Graduate atau Memiliki pengalaman kerja bidang maketing dan service lebih diutamakan</li>
<li>Bersedia ditempatkan diseluruh wilayah JABODETABEK</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  2.800.000 - 3.200.000,6
jobs.id,https://www.jobs.id/lowongan/MjcwNDI0/finance-palembang-ruang-raya-indonesia-pt?qt_ref=search&qt_page=23&qt_pos=2,Finance (Palembang),Palembang,,,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Kualifikasi:</strong></p>
<ul>
<li>Gelar sarjana pada jurusan Akuntansi, Manajemen, dan Administrasi.</li>
<li>Berpengalaman sebagai Human Resource; General Affair menjadi nilai tambah.</li>
<li>Detail oriented, terbiasa dengan data finansial.</li>
<li>Self-starter; mampu berkerja dibawah pengawasan yang minim.</li>
<li>Dapat menyesuaikan diri dengan fast-paced environment.</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjY4MDE1/staff-landscape-oibbb?qt_ref=search&qt_page=23&qt_pos=1,Staff Landscape,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan D3/S1 Landscape Architecture</li>
<li>Pengalaman kerja minimal 3 tahun dalam bidang landscape, architecture pertanian</li>
<li>Tekun, Teliti dan mampu bekerja dalam target waktu</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTgxOTQw/surveyor-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=23&qt_pos=0,Surveyor,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pend Min. S1</li>
<li>Memiliki SIM A/C</li>
<li>Komunikatif &amp; Jujur</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTg0Nzk5/financial-advisor-denpasar-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=22&qt_pos=8,Financial Advisor - Denpasar,Denpasar,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p>JOB QUALIFICATION:                          </p>
<ul>
<li>Pendidikan min D3 dari berbagai jurusan.</li>
<li>Refresentatif                                                                                     </li>
<li>Memiliki teknik komunikasi yang baik</li>
<li>Tertarik dalam bidang Perbankan dan Insurance</li>
<li>Fresh Graduate atau Memiliki pengalaman kerja (minimal 2 tahun pada bidang Sales dari Financial industry atau minmal 3 tahun pada bidang Sales Non Sales dari segala bidang industri</li>
<li>Bersedia ditempatkan diseluruh wilayah JEPARA &amp; SEKITARNYA</li>
</ul>
<strong>BENEFIT:</strong><br>
<ul>
<li>Tunjangan selama mengikuti pelatihan</li>
<li>Tunjangan Bulanan</li>
<li>Komisi Bulanan yang menjanjikan dan tidak terbatas - Bonus Tahunan sesuai dengan pencapaian - Tunjangan Posisi (Jabatan) untuk FA &amp; 1 Tahun</li>
<li>Management Development Program untuk FA 1 tahun yang memenuhi syarat perusahaan</li>
<li>Tunjangan Kesehatan - Adanya pelatihan dan pengembangan karir FA yang terpadu, menarik serta bersertifikat - Bonus Jalan-Jalan Keluar Negeri</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  2.800.000 - 3.200.000,6
jobs.id,https://www.jobs.id/lowongan/MjcwNDQ0/receptionist-semarang-ruang-raya-indonesia-pt?qt_ref=search&qt_page=22&qt_pos=7,Receptionist (Semarang),Semarang,,,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Kualifikasi:</strong></p>
<ul>
<li>Minimum gelar Diploma Sekretaris yang berpengalaman di bidang Front Office serta berpengalaman dalam menangani tugas-tugas resepsionis</li>
<li>Memiliki pengetahuan komprehensif tentang <em>customer service </em>dan <em>office</em> <em>management </em></li>
<li>Mahir dalam Microsoft Office</li>
<li>Memiliki keterampilan komunikasi baik verbal dan non-verbal</li>
<li>Mampu mengatur berbagai prioritas, dan bekerja di bawah tekanan.</li>
<li>Memiliki sikap yang professional</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjY3MjQw/staff-management-trainee-oibbb?qt_ref=search&qt_page=22&qt_pos=6,Staff Management Trainee,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Berkembang dlm belajar, leadership, multitalent, jenis2 usaha &amp; teknologi.</li>
<li>Kolaborasi &amp; komunikasi bagus</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY4MDAx/it-network-operation-specialist-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=22&qt_pos=5,IT Network Operation Specialist,Tangerang Selatan,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan terakhir minimal S1, Jurusan Teknik Komputer / Teknik Informatika,</li>
<li>Pengalaman kerja minimal 2 tahun pada posisi Network Security,</li>
<li>Usia antara 23 - 30 tahun,</li>
<li>Menguasai jaringan TCP/IP dan O/S di Windows dan Linux,</li>
<li>Menguasai prinsip security baik secara best practice maupun Std ISO 27001,</li>
<li>Lebih diutamakan mempunyai sertifikasi di bidang security.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTgzODcy/business-account-executive-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=22&qt_pos=4,Business Account Executive,Jakarta Selatan dan ,"2 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ol>
<li>Pendidikan minimal SMA Sederajat, di utamakan Diploma</li>
<li>Pria, Max. 30 tahun, Single</li>
<li>Berpenampilan menarik dan rapi</li>
<li>Mampu bekerja dengan target</li>
<li>Memiliki pengalaman dibidang Sales dan Marketing di bidang Komputer minimal 1 tahun</li>
<li>Mempunyai kendaraan sendiri &amp; SIM C</li>
</ol>
</div>
<br>[Posisi Prioritas]</div>",null,IDR  2.500.000 - 3.400.000,4
jobs.id,https://www.jobs.id/lowongan/MTg0Nzk4/financial-advisor-balikpapan-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=22&qt_pos=3,Financial Advisor - Balikpapan,Balikpapan,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p>JOB QUALIFICATION:                          </p>
<ul>
<li>Pendidikan min D3 dari berbagai jurusan.</li>
<li>Refresentatif                                                                                     </li>
<li>Memiliki teknik komunikasi yang baik</li>
<li>Tertarik dalam bidang Perbankan dan Insurance</li>
<li>Fresh Graduate atau Memiliki pengalaman kerja (minimal 2 tahun pada bidang Sales dari Financial industry atau minmal 3 tahun pada bidang Sales Non Sales dari segala bidang industri</li>
<li>Bersedia ditempatkan diseluruh wilayah JEPARA &amp; SEKITARNYA</li>
</ul>
<strong>BENEFIT:</strong><br>
<ul>
<li>Tunjangan selama mengikuti pelatihan</li>
<li>Tunjangan Bulanan</li>
<li>Komisi Bulanan yang menjanjikan dan tidak terbatas - Bonus Tahunan sesuai dengan pencapaian - Tunjangan Posisi (Jabatan) untuk FA &amp; 1 Tahun</li>
<li>Management Development Program untuk FA 1 tahun yang memenuhi syarat perusahaan</li>
<li>Tunjangan Kesehatan - Adanya pelatihan dan pengembangan karir FA yang terpadu, menarik serta bersertifikat - Bonus Jalan-Jalan Keluar Negeri</li>
</ul>
</div></div>",null,IDR  2.800.000 - 3.200.000,4
jobs.id,https://www.jobs.id/lowongan/MTA1MDkw/sales-modern-market-supervisor-masuya-distra-sentosa-pt?qt_ref=search&qt_page=22&qt_pos=2,Sales Modern Market Supervisor,Indonesia - Bali,,,"<div class=""job_req""><ul>
<li>Maximal age 33 years old</li>
<li>Candidate must possess at least a Diploma, Hospitality/Tourism/Hotel Management, Business Studies/Management, Marketing or equivalent.</li>
<li>At least two year(s) of working experience in the related field is required for this position.</li>
<li>Preferably Supervisor / Coordinators specializing in Sales - Retail/General, Modern Market or equivalent.</li>
<li>Good communication and publik relation skill.</li>
<li>Good negotiation skill and target oriented.</li>
<li>Willing to work in Bali.</li>
</ul></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcwNDQ1/receptionist-makassar-ruang-raya-indonesia-pt?qt_ref=search&qt_page=22&qt_pos=1,Receptionist (Makassar),Makassar,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li> Minimum gelar Diploma Sekretaris yang berpengalaman di bidang Front Office serta berpengalaman dalam menangani tugas-tugas resepsionis</li>
<li>Memiliki pengetahuan komprehensif tentang <em>customer service </em>dan <em>office</em> <em>management </em></li>
<li>Mahir dalam Microsoft Office</li>
<li>Memiliki keterampilan komunikasi baik verbal dan non-verbal</li>
<li>Mampu mengatur berbagai prioritas, dan bekerja di bawah tekanan.</li>
<li>Memiliki sikap yang professional</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjY3MjM5/staff-kontruksi-pabrik-gudang-design-oibbb?qt_ref=search&qt_page=22&qt_pos=0,Staff Kontruksi Pabrik Gudang & Design,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Senang mengatur pembangunan yg baik &amp; design .</li>
<li>Antusias mengembangkan leadership, multitalent , teknologi &amp; usaha ,</li>
<li>terlibat kolaborasi &amp; komunikasi yg baik</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTc4NDI2/customer-service-bonus-available-ezy-print-indonesia-pt?qt_ref=search&qt_page=21&qt_pos=8,Customer Service (Bonus Available),Jakarta Barat,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Harus memiliki pengalaman 1 - 3 tahun sebagai sales di bidang percetakan / printing / grafika</li>
<li>Pendidikan Minimal SMU - Diploma atau S1, lulusan dari pemasaran, ilmu komunikasi/ bahasa, desain komunikasi visual, grafika menjadi nilai plus</li>
<li>Bersedia memenuhi target yang ditentukan dan dapat bekerja maximal dalam tekanan</li>
<li>Memiliki kemampuan komunikasi yang baik, mampumengerti kebutuhan customer dengan tepat</li>
<li>Komunikatif, inisiatif, jujur, disiplin, pekerja keras dan tanggung jawab</li>
<li>Memiliki mental juara dan mampu menghadapi tekanan customer dengan sikap yang baik dan profesional</li>
</ul>
<div data-pasted=""1"">
<div>
<div><strong>Fasilitas</strong></div>
<div>
<ul>
<li>Kami telah memiliki system penjualan dan perhitungan bonus Real Time dan Transparan yang terintegrasi dan dapat dimonitor langsung dari komputer Anda. Sehingga Anda memiliki kesempatan untuk mengejar pendapatan extra dengan mudah.</li>
<li>Tempat kerja yang nyaman dengan system komputerisasi yang canggih</li>
</ul>
</div>
<div> </div>
</div>
<div><strong>Persyaratan Penting</strong></div>
<div>
<ul>
<li><strong> Domisili tempat tinggal di wilayah Jakarta Barat : Jelambar, Cengkareng, Tanjung Duren, atau sekitarnya [Tidak jauh dari kantor kami]</strong></li>
<li><strong>Berpengalaman di bidang percetakan 2 - 3 tahun dibidang penjualan / sales.</strong></li>
<li><strong>Kami sangat tertarik dengan kandidat yang memiliki pengalaman dengan passion yang tinggi untuk mencapai target dengan cara yang benar dan mendapatkan bonus.</strong></li>
</ul>
</div>
</div>
</div>
<br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
